,publisedAt,username,commentDisplay
118,2025-11-22T20:54:17Z,@danielprasetya9256,"Alih2 mau menjebak koruptor justru bikin hyper inflasi seperti yang terjadi di Zimbabwe dan Turki. Coba uang Rp 1000 ditukar jadi Rp 1 lalu uang Rp 400, 600 atau 700 dah pasti dibulatkan jadi Rp 1 juga. Harga beras naik gila2an karena tidak terasa naik Rp 1 tiap bulan dan setahun bisa naik jadi Rp 12 berarti naik Rp 12000. <br><br>Orang yang tidak paham ekonomi selalu beralasan redonimasi rupiah supaya para koruptor yang menyimpan dana rupiah, agar nantinya dikeluarkan dari gudang penyimpanan untuk ditukarkan uang dalam model terbaru sehingga terlacak. Karena cara satu-satunya agar para penimbun uang menukarkan dengan mata uang yang terbaru. Memangnya koruptor menyimpan uang dalam bentuk fisik rupiah. Koruptor biasanya menyimpan uang dalam bentuk batangan emas atau US dolar. Menyimpannya keluar negeri supaya  tidak terlacak. Pernyataan Purbaya, redonimasi rupiah untuk menjebak koruptor merupakan pernyataan penyesatan dan pembodohan publik. Justru ketika ekonomi suatu negara melemah jangan bertindak gegabah dengan melakukan redonimasi. Zimbabwe dan Turki contoh nyata. Coba tanya Korea, Jepang mau ga melakukan redonimasi mata uangnya (jangan melakukan pembodohan dan penyesatan). Kalau sampai Indonesia hancur karena hyper inflasi seperti Zimbabwe maka taruhannya pejabat dan pengamat (biasanya latar belakangnya kadrun) yang punya wacana redonimasi rupiah bisa digantung.<br><br>Tuh lihat sekarang di bank, banyak yang sebelumnya deposito rupiah sekarang antri untuk mengganti jadi deposito US $ Amerika. Dah ga percaya mata uang rupiah lagi karena wacana redonimasi."
119,2025-11-22T17:21:44Z,@untaianmotivasiislam,Koruptor GERAH
120,2025-11-22T16:43:59Z,@ZiadTaufanIND,karna tingkat kepercayaan rakyat Indonesia ke pa purbaya dan pa prabowo makanya hampir seluruh indo setuju
121,2025-11-22T15:08:25Z,@Minepixeler24,Kenapa orang indo pada takut sih sama redenominasi Rupiah? Padahal cuma hilangin &quot;000&quot; dibelakang doang kan?! 🤔.
122,2025-11-22T14:38:49Z,@Kupu-Kupu-4a,gausah pusing....biarkn redenominasi berjalan...kita ngapain  rakyat biasa ikut pusing.....
123,2025-11-22T14:08:34Z,@protatogaming2412,Kalau diredominasi mending ganti juga nama mata uangnya untuk mudah membedakannya
124,2025-11-22T12:54:23Z,@faizaljai8661,"The easiest solution is to abolish the use of the RUPIAH as the INDONESIAN CURRENCY. Replace it with the US DOLLAR as the INDONESIAN NEW CURRENCY, just like TIMOR LESTE."
125,2025-11-22T12:21:53Z,@ecoprianto3812,Omon omon doang.
126,2025-11-22T10:13:04Z,@muharomyafrisio,"Secara tidak langsung ini langkah untuk menjatuhkan purbaya kenapa? Jika gagal Purbaya imbas dari hal ini, jika tidak gagal maka sebuah apresiasi terhadap Purbaya, bisa jadi ini adalah politik yang kita tidak ketahui, jika kita tarik lagi berita ini pernah di unggah sama anaknya mengatakan &quot;sebenarnya bapak tidak mau&quot;"
127,2025-11-22T09:34:00Z,@AdeRahmat-k4t,"Yg bakal kacau ya uang digital, atau TF.,. Nanti bang dan beli online.. ga jelas sistem harga harus jelas.. bayar pake rupiah nilai lama, tpi uang kita nya uang yg dah di rendomenasi.. atau sebaliknya"
128,2025-11-22T09:33:11Z,@AfifSlebew,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=223"">03:43</a> typo runiah"
129,2025-11-22T09:28:09Z,@AdeRahmat-k4t,"Pak JK nyampai ide, ini lagi jadi wapres SBY, dan Jokowi, tpi ga di eksekusi. Karena takut gagal... Dan itu Bi bukan Mentri keuangan . Ini mah biasa cuma isu setiap Minggu BLN era pemerintahan ini selalu ada isu berita bikin rame"
130,2025-11-22T04:52:57Z,@iqbalfarhan1769,Setuju
131,2025-11-22T04:48:02Z,@strassenfrei3087,Programer be like : alamak duit ni <br><br><br><br><br><br><br><br><br><br><br><br>Dapet proyek baru 😂
132,2025-11-22T04:44:56Z,@Ran-fy6hd,Optimis
133,2025-11-22T01:29:29Z,@masguruthoriq1647,bukanya bikin mata uang indonesia turun ya... jawab jika salah
134,2025-11-21T23:34:06Z,@afnanfaris8071,"Jika ingin tetap dilakukan maka harus dengan sangat serius, diperhitungkan dg teliti dari segala sisi jgn cuman 1 sisi aja.<br>16 ribuan perdolar adalah harga yg stabil utk rupiah yg berkisar di angka itu sejak masa reformasi dimulai. Kalau hanya utk kepentingan fisikologi akan sangat disayangkan karena disisi negatifnya juga ada. Jika dipotong tiga nol sehingga perdolar menjadi sekitar 16,5 rupiah saya kawatirnya sensitivitas kita terhadap kenaikan dolar menjadi rendah “aah cuma melemah 1 rupiah kok” misalnya padahal ketika angka 16.500 menjadi 17.500 perdolar kita sudah panik dan berbenah. Trus juga ketika seseorang korupsi kita jadi kurang brisik “ah..cuman 1000 aja, biarin dah” jadinya kita si rakyat jelata kurang brisik. Ya ga sih? <br>Menjadi malu ketika ngobrol dg org luar iya sih ada rasa ogah ngomongin mata uang kita krn tll yaaa gitu deh. Namun…apa iya semua itu dilakukan krn gengsi? Lihat Jepang, mata uangnya ga cakep2 amat, terkesan masih kuat Ringgit Malaysia ketika kita menukarnya dg rupiah tp lihat perbedaan kedua negara itu, jauh. Jadi nominal mata uang (angka angka banyak itu) gak signifikan merubah perekonomian suatu negara tapi sisi negatifnya udh ngintai aja tuh.<br>mmmm agak agak horor sih kalau gak disetting juga otak rakyatnya karena sering sekali kejahatan di negeri ini dieksekusi jika viral yg mana hal itu sangat kuat hubungannya dg sensitivitas rakyat Indonesia. Kita ada ratusan juta lho apa iya kita memiliki sensitivitas yg sma terhadp angka 1 rupiah setelah didenominasi?. 1 trilyun=1 miliar ya? Akan beda hebohnya tu kasus ambil contoh kasus suami dewi sandra kalau rupiah sudah didenominasi. <br>So….ati ati, prepare semaksimal mungkin sebelum buang angka 000 dirupiah kita.<br>Gimana mnrt anda?"
135,2025-11-21T19:51:07Z,@budisantoso9104,1965 bukannya devaluasi ? Beda dg redenominasi.
136,2025-11-21T19:25:09Z,@jhrdailies,"Ko coba cek videonya dari Ko Josh Gultom deh, beliau juga ada ngebahas tentang perihal ini..<br><br>Ada bbrp poin yg dia sampein sama kek yg ko sampein disini, tapi ada juga yg beda atau yg ko mungkin kelewat gak sampaikan disini.."
137,2025-11-21T19:11:03Z,@HendyHendy-p6k1v,Setuju redenominasi
138,2025-11-21T16:59:35Z,@andidwi6765,"Halah gak usah Lah dirubah2 bikin pusing saja,yg diuntungkan beliau2 yg di atas"
139,2025-11-21T16:44:50Z,@izzahdion9499,"Salah satu atau mungkin dua atau tiga negara yg juga berhasil menerapkan redenominasi ialah <br><br>1. Sao tome dgn mata uang &quot;dobra&quot; nya <br>Yg awalnya &quot;dobra&quot; jauh dibawah rupiah, setelah di redenominasi nilainya berubah jadi ada diatas &quot;rupiah&quot;<br><br>Trus yg ke<br>2. Sierra Leone ini juga salah satu negara yg berhasil menerapkan redenominasi mata uangnya, mungkin krn mata uangnya yg gak terlalu signifikan nilainya, mereka pun melakukan redenominasi, padahal kala itu inflasi di sierra leone &quot;cukup&quot; besar, namun, lihat sekarang, yg nilai mata uangnya tadinya rendah kini lagai2 berada nilai diatas nilai mata uang tercinta kita &quot;RUPIAH&quot;<br><br>Dan yang ke<br>3. Belarusia, nah ini juga salah satu negara yang melakukan redenominasi mata uang nya, &quot;rubel&quot; lama belarusia itu awalnya lagi2 lebih rendah nilainya dari mata uang kita tercinta &quot;RUPIAH&quot; namun, setelah negara ini MELAKUKAN REDENOMINASI, BISA DILIHAT BAGAIMANA KEKUATAN &quot;RUBEL&quot; BARU BELARUSIA, YUP BENAR LAGI2 MELAMPAUI NILAI MATA UANG TERCINTA KITA &quot;RUPIAH&quot; <br><br>Jadi, kalo indonesia terlalu banyak pertimbangan dan selalu ngundur2 TOLONG LIHAT NEGARA2 DIATAS ^^ <br><br>Mereka berhasil melakukan redenominasi walaupun ada satu negara yg tingkat inflasinya cukup tinggi tapi lihat hasilnya ^^<br><br>Alah kebanyakan omon2 😂😂😂😂😂 palingan juga ujung2nya bakalan gak jadi lagi gak jadi lagi! Batal lagi batal lagi, ya itulah konoh----- cuma bisa omon2 tapi gak pernah terealisasi 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
140,2025-11-21T16:08:28Z,@Andltya,Para koruptor yg nyimpen duit ketar - ketir gasih? 😂😂
141,2025-11-21T14:15:57Z,@Mentari62,"Kalo resominasi rupiah bisa jadi LBH kuat dibanding tele dong, skrg kan 1 TL 40"
142,2025-11-21T11:38:27Z,@Chenmeisiang,Rakyat papua bertahun2 menderita ... dimata hati nurani kaliannnn.....
143,2025-11-21T08:32:33Z,@sisilain-17,"Kata ortuku dulu ada uang ga laku, mau tukar harus ke BI ga semua kota ada"
144,2025-11-21T08:08:45Z,@Suaradunia2512,Yang takut cuma koruptor yg banyak nyimpen cash. Buat loundry lagi bisa abis separonya wkwkwk
145,2025-11-21T04:56:02Z,@youngalfa8684,"BISA GA YA ???<br>3 ANGKA NOL DIGANTI HURUF K SECARA BERTAHAP DENGAN GAMBAR DAN FISIK UANG TETAP SAMA. <br>SELAJUTNYA HILANGKAN HURUF K SECARA BERTAHAP DENGAN GAMBAR DAN FISIK UANG TETAP SAMA. <br>Mencetak uang baru dengan fisik gambar dan fisik warna yang sama sebanyak 10% tapi 3 nol diubah jadi K (5 K, 10 K, 50 K etc), dan tarik sebanyak 10% uang lama dengan fisik yang sama.<br>Mencetak uang baru dengan fisik gambar dan fisik warna yang sama sebanyak 20% tapi 3 nol diubah jadi K (5 K, 10 K, 50 K etc), dan tarik sebanyak 20% uang lama dengan fisik yang sama.<br>DAN seterusnya.<br>LALU KEMUDIAN ...........<br>Mencetak uang baru dengan fisik gambar dan fisik warna yang sama sebanyak 10% tanpa huruf  K lagi (5, 10, 50 etc), dan tarik sebanyak 10% uang dengan angka K dengan fisik yang sama<br>Mencetak uang baru dengan fisik gambar dan fisik warna yang sama sebanyak 20% tanpa huruf  K lagi (5, 10, 50 etc), dan tarik sebanyak 20% uang dengan angka K dengan fisik yang sama.<br>DAN seterusnya ...................."
146,2025-11-21T04:38:37Z,@music_ai_guys,Brarti sistem fungsinya sama kek di jaman 80/90 an.. <br><br>Jaman saya sd pegang uang 200/500 rupiah aj berasa aman.. <br><br>Karna dlu 25 rupiah udah dapat tempe goreng dicelupin caos sambal dpt 2 biji malah😂<br><br>Dulu angka 0 gak banyak.. Bawa 10k jaman dlu mungkin bisa jalan2 keliling ke kota lain x.. <br>Tapi smakin kesini semakin banyak nol nya semakin rendah nilai tukarnya<br><br>Nilai nya terlihat kecil tapi bisa dapat barang/makanan yg kita inginkan. <br><br>Mungkin gtu x y
147,2025-11-21T02:37:06Z,@umedbercerita,Iya dulu orang para orang tua sampai strees karena uang banyak tidak berlaku. Ini dkampung saya. Gk tau klo d kampung orang
148,2025-11-21T02:13:31Z,@meowid2647,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=532"">8:52</a> wah ini yg saya pikirin jga, takutnya bakal ada inflasi karna uang digenapin dari 13,7 ke 14 tapi pas liat lagi bener jga ya kita ada sistem cashless apalagi qris udh dimana2, jadi lbh mudah pembayaran yg gaada kembaliannya itu. Semoga aja qris makin ada dipelosok2 Indo dan warga makin kompak buat dukung UMKM"
149,2025-11-21T01:28:55Z,@adipatimarov101,PROGRES BAGUS TOH INDONESIA UDAH HAMPIR DI ISI MELENIAL DAN GEN Z PALING YA AGAK SUSAH PALIN ROMBONGAN BOOMBERS YG KOLOT
150,2025-11-21T00:12:17Z,@EviPermadi-n2l,Yg di butuhkan itu nilai uangnya  lebih tinggi..<br>Bukan nol nya yg di hilangkan...
151,2025-11-20T22:41:26Z,@ginioktaviarherlina8956,"Ieu mah IA yahh..<br>Kieu lamun Hayang Sunda Nanjeur : Urang kudu Wani karena Bener, Jangan kebawa-bawa ku Batur anu teu bener, Jujur Dina Kahirupan Sapopoe arek Pajabat Atawa rahayat kunu Jujur Oge Amanah, hiji deui pandangan jauh nepika Akherat.<br>Jadi Hubungan Jeung Allah SWT (Hablum Minnallah), Hubungan Jeung manusia (Hablum minna Nas), Jeung hubungan Jeung alam (Hablum Minnal Alam) Kudu SAE Jeung Saimbang.<br>Kitu Insyaallah Urang Sunda Nanjeur Jeung Bisa Rahayu salawasna (=Bertahan)<br>Aammiinn"
152,2025-11-20T16:17:53Z,@Mita_Games,"Bukannya sekarang gampang? Uang cash cuman di pasar dan kios kecil itupun ada yang sdh pake qris kecuali di pedesaan dalam, jadi yang memikirkan untuk memilih atau memikirkan uang lama itu sedikit dan soal informasi semua pasti sdh gampang karna adanya sosmed. CMIIW🙏🏻"
153,2025-11-20T15:15:00Z,@animaindonesia3569,Bang tolong dunk bahas tentang belanja online <br>(Ini pendapat saya pribadi )<br>Saya kurang setuju <br>1. Karena pemotongan distribusi dari orang satu ke orang lain <br>2.pemutaran uang jadi di dominasi ke beberapa orang tanpa ada orang lain <br>3.saya tidak sepenuhnya tidak setuju tapi pada dasarnya kita belum siap akan online shop<br>Maaf<br><br>Tolong pendapanya bang
154,2025-11-20T08:46:10Z,@muhammadnurariff9654,"Kena Buang Menteri Yg Tidak Berguna.<br>Kukuhkan Dulu Ekonomi Negara.<br>Tiada Guna Buang Kosong di Belakang² Tu Ttp Ekonomi Tak Kukuh.<br>Jadi Spt Turkey Dulu Kukuhkan Hubungan Diplomatik. Byk kan Sektor Pekerjaan Utk Rakyat. <br>Semoga Indonesia Bangkit Dan Berjaya Di Masa Akan Dtg. Ini doa Sya Buat Kalian.<br>Salam Dari Malaysia, Kuala Lumpur❤️🇲🇾"
155,2025-11-20T05:26:06Z,@archon_t,tahun pertama kekmya bakal berat buat usaha jasa kirim uang 😌
156,2025-11-20T05:14:58Z,@hamdanjohasua7166,Tampa kita sadari kita sudah menggunakan satu angka depan Tampa Adan nol di belakang <br>Contoh kita beli nasi Korang harga 10k<br>Itu sudah lama kita gunanya <br>1k 2k sampai 100k<br>Gak bingung tuh bahkan nenek  saya pun tau
157,2025-11-20T05:11:18Z,@rekiwhitely1341,"klw sy pribadi, knp gak menjadikan emas juga sbg alat pembayaran. kekuatan nilai intrinsik jg pasti akan menekan terjadinya inflasi"
158,2025-11-20T04:19:30Z,@sriAyu-z1c,Kalau nol di belakangnya di hilangkan berarti identitas nya rupiah hilang dong
159,2025-11-20T03:00:59Z,@jmuhammad9812,"Tapi seriusan, Istri saya adalah guru di salah satu Sekolah Dasar (SD) di daerah yang lumayan terpencil. Tapi anak-anak SD saja, udah pada tahu itu Redenominasi. Mereka mulai nanya ke Istri saya &quot;Nanti uang Rp 1.000 bakalan jadi Rp. 1 ya Ibu?&quot; Dan oleh Istri saya dijelaskan lah kalo itu ga mengubah nilai. Hanya menghilangkan nol nya saja. Jadi yang ingin saya sampaikan adalah, anak SD aja udah tahu nih, harusnya ga terlalu susah lah sosialisasi redenominasi ini. 😄"
160,2025-11-20T02:59:04Z,@aprilialia925,Semakin sulit menabung 1 miliyar 😅
161,2025-11-20T02:57:55Z,@aprilialia925,Sm pak purbaya yakin tp g yakin sm jajaranya apakah semua element dlm pemerintahan bisa dipercaya
162,2025-11-20T02:57:36Z,@Hendra-o4w,"Klu mau hilangkan korupsi bikin undang2 tegas setiap pejabat korupsi di hukum mati kayak di China tak peduli teman atau saudara itu baru negara bisa maju, klu. Potong uang alasan jebak koruptor mana ada koruotor simpan uang di Indonesia ada juga di luar negeri yg kena petani nelayan pedagang rakyat"
163,2025-11-20T00:09:08Z,@TomiokaGiyu-jj3mp,Pak Purbaya mantapppp
164,2025-11-19T23:37:29Z,@tukangsolder4899,nilai mata uang adalah harga diri sebuah negara
165,2025-11-19T22:22:28Z,@hendichanel33,REDENOMINASI LANGKAH BERANI YANG TEPAT!
166,2025-11-19T16:31:21Z,@SriHidayati-m8k,"Oke, RP.1000 diredemRp. 1  ,expetasi ,1 dolar 16.000 , berati dg adanya redem 1 di ololar jadi Rp.16 too, lha emang yg punya dolar mau ? , berati merubah nilai dolar ,   😂😂😂😂😂😂😂😂 gitu kok gak merubah nilai"
167,2025-11-19T15:04:12Z,@sumikueh,Semoga sukses Indonesia ku❤❤❤
168,2025-11-19T12:20:54Z,@KANGsamzx,Menurutku si bagus juga si yang awalnya <br>10.000 jadi 10 <br>1.000 jadi 1 <br>Seperti uang di simpel kan saja kan?<br>tapi kalo 1jt apakah menjadi 1.000 atau ada sebutan lagi ni??
169,2025-11-19T11:04:01Z,@hebohgame1535,Kapan ya redenominasi terjadi gak sabar gw
170,2025-11-19T10:27:01Z,@albertrys,"Apaan sih, cuma beda nulis doang. 5000 jadi 5k. Selesai"
171,2025-11-19T09:56:45Z,@rullyismulia7034,Btw Gw g pernah nemu uang 75000.kalian nemu gak?
172,2025-11-19T09:21:09Z,@dadankspt9316,"kalau gagal coba lagi, gagal coba lagi, saya mendukung redenominasi, gagal atau berhasil wajib di lakukan"
173,2025-11-19T07:54:37Z,@YuiHirasawa-p7c,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=395"">6:35</a> nah justru itu yang buat saya agak khawatir"
174,2025-11-19T07:17:15Z,@Nurhalimah-ot1fp,Sebelum redenominasi diberlakukan ada baik nya simpan emas dulu buat jaga😅
175,2025-11-19T06:21:56Z,@robbyhermandoremen3067,"pendekatan yg paling aman menurut saya adalah dari uang kertas dulu, jangan langsung bank ataupun angka digital ikut di ganti..<br><br>pendekatan perlahannya adalah uang kertas sekarang, warna uang dan gambar uang jangan di ganti, tapi cukup 0 nya saja yg dikurangi, otomatis orang masih tau kalo uang warna merah berarti 100rb, walau secara fisik kertas angkanya berubah jadi 100, ini gak langsung geber dampak kepisikologi orng indonesia.."
176,2025-11-19T06:03:25Z,@froghijau,"kok pada bingung sih? kan hanya angkanya saja yg di kurangi tapi nilai nya tetap utuh malah 1rupiah nilainya jadi tinggi setara sama nilai nya uang saat ini, kenapa harus bingung??<br><br>contoh singkat nih ya harga iphone 17 pro max saat ini 20 juta rupiah lah nanti setelah perubahan di laksanakan bisa jadi seharga 5 atau 6 ribu rupiah nah itu kan sama saja nilai nya cuman angkanya saja yang kecil kok pada bingung si heran sy😂😂😂<br><br>jika angka uang jadi kecil automatis harga barang2 pangan juga jadi kecil kan seperti itu, kok pada bingung kenapa??<br><br>kecuali harga barang pangan tetap 10 juta tapi kita tetap beli dengan harga 10 juta itu nah itu baru bisa pada ribut se indonesia contoh nya😂😂😂😂😂"
177,2025-11-19T05:33:06Z,@hasanwangsyah8997,Buzzer
178,2025-11-19T05:29:42Z,@mustofakamal8672,Masarakat sekarang udah lebih maju pemikiranya... aman&quot; aja sih.. smoga cepat dieksekusi biar rupiah punya harga diri😅😅
179,2025-11-19T05:29:03Z,@澤妮LIIM,Harus ada sosialisasi dulu inimah
180,2025-11-19T05:28:38Z,@ttiow09,"Udah optimis liat video ini, disuruh balik skeptis liat UU KUHAP"
181,2025-11-19T04:30:45Z,@sandengamar3926,Saya yg ada di Jatim setuju sekali
182,2025-11-19T01:42:18Z,@riodunggio8566,berarti ndak ada uang koin lagi dong
183,2025-11-19T05:53:44Z,@vrysterfrozenhell7166,"Harusnya ada, pake sistem koin sen nanti"
184,2025-11-19T01:40:00Z,@IkrimaBatubara,"Masalah negara tercinta ini adalah koruptor bang,, ji klu di rumah itu bnyk tikus, ampun dah, habis semua di gerogoti, syukur ada brand pembasmi hama tikus yaitu Rakyat Pembasmi Tikus atau di kenal RPT, rumah jadi bersih dan ga ada rugi, tabungan ku naik 99%, jajan anak bertambah, bli suplemen anak jd murah, trus anak anak jd cerdas 🙏🏻🤭"
185,2025-11-18T23:58:03Z,@BeriPutra-e6c3v,Yg menolak itu para koruptor
186,2025-11-18T23:16:44Z,@AbangRiduansah,Stuju aja
187,2025-11-18T23:14:44Z,@MohdFahmi-ix6te,Susan bro...99% gagal karna nilai rupiah udah terlampau lemah...hampir 17rib 1usd....
188,2025-11-18T22:16:13Z,@MOHAGUSMARDOTILLAH-f1t,takut juga kalo kebiasaan transfer sejita jadi seratus
189,2025-11-18T20:12:33Z,@abdulrokim-to8ip,Semoga saja terlksana redenominasi di tahun depan 2026
190,2025-11-18T17:36:39Z,@sfktv6675,Komentarnya lebih banyak mendukung redenominasi
191,2025-11-18T16:10:14Z,@HiburanGabut08,itu gimana bang nanti cara menghadapi inflasi pembulatan harga????? Kayaknya inflasi pembulatan harga bakal menggila
192,2025-11-18T15:40:57Z,@bsamad4846,. .trm ksh bang <br>abang .. tdk terlalu optimis <br>...tdk terlalu pesimis ...<br>...ya  seimbang
193,2025-11-18T15:12:20Z,@Superjob-b8n,"Коruptor mah trilyuner, kena redenom masih milyarder... Lah ojol, biasa ordernya ribuan, kena redenom lapor bini apa kagak pada kisut 😆"
194,2025-11-18T13:56:47Z,@Andre-o8n4w,Naikin gaji UMR itu kunci keberhasilan
195,2025-11-18T13:39:32Z,@Neutronchannel23,"Bang, tolong jangan pernah jadi buzzer pemerintah. Tolong berpihaklah ke rakyat.<br>Rakyat butuh orang cerdas dan berani untuk menyampaikan suara."
196,2025-11-18T13:35:03Z,@HasyaHIDUP-h6x,programer menangis
197,2025-11-18T13:24:50Z,@Arifrahim-t6e,Jangan anda patahkan program pemerintah yang baik..Redenominasi itu sangat bagus untuk menghajar para koruptor yang menyimpan uang tunai yang jumlah tak tanggung-tanggung sampai triliunan. Selain itu sangat baik pula..untuk menghindari para pebisnis uang  palsu yang saat ini konon sangat banyak beredar.. Maupun yg disimpan
198,2025-11-18T12:51:24Z,@dikzsja,"tahun 1965 itu bukan Redenominasi Boss, redenominasi itu valuenya tetap, bila sebelumnya harga 1 potong roti adalah Rp1.000 maka kemudian jadi Rp1 kita tetap mendapat roti. namun tahun 1965 Seribu rupiah bisa untuk beli Sapi, kemudian tiba tiba dijadikan 1 rupiah yang hanya bisa buat beli 1 roti, itu namanya cutting. money bukan redenominasi"
199,2025-11-18T12:43:27Z,@AUprojec,Kalau redenominasi ini gagal bererti presiden nya mental nya masi antek tikus tikus elit
200,2025-11-18T12:28:49Z,@SaiduripsaidSaid,"Gk usah takut Redominisasi nilai&#39;e gk akan berkurang,,,cuma mengurangi 0&#39;e az semua pasti udh d perhitungkan dgn baik n seksama oleh menkeu pak purbaya...yg penting d sosialisasikan k masyarakar n,,,d lakukan d kala Inflasi lagi turun bukan lagi tinggi seperti yg d lakukan zimbabwe,,,gk harus ada yg d takutin dukung az pemerintahan tuk memajukan ekonomi..."
