,publisedAt,username,commentDisplay,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_final,Sentiment,Sentiment_Label
26,2025-12-03T15:41:04Z,@RobertTet,"Manusia itu engak akan bisa di pisahkan oleh agama, nabi Muhammad Saw, bersabda: rejeki itu makan yg kita makan dan pakaian yg kita pakai, dan dalam QS: attaqabun:16 : barang siapa yg dirinya terhindar dari sifat pelit mereka itulah org yg beruntung, so. guys apapun rencana pemerintah soal redominisasi rupiah, patokannya satu belanjain terus uang yg kalian punya, karna itu akan menjadi triger/pemicu datangnya rezeki yg lebih banyak lagi dan barokah tentunya, dan thank untuk kak reymon chin untuk infonya🤲#🇮🇩strong",Manusia itu engak akan bisa di pisahkan oleh agama nabi Muhammad Saw bersabda rejeki itu makan yg kita makan dan pakaian yg kita pakai dan dalam QS attaqabun  barang siapa yg dirinya terhindar dari sifat pelit mereka itulah org yg beruntung so guys apapun rencana pemerintah soal redominisasi rupiah patokannya satu belanjain terus uang yg kalian punya karna itu akan menjadi trigerpemicu datangnya rezeki yg lebih banyak lagi dan barokah tentunya dan thank untuk kak reymon chin untuk infonyastrong,manusia itu engak akan bisa di pisahkan oleh agama nabi muhammad saw bersabda rejeki itu makan yg kita makan dan pakaian yg kita pakai dan dalam qs attaqabun  barang siapa yg dirinya terhindar dari sifat pelit mereka itulah org yg beruntung so guys apapun rencana pemerintah soal redominisasi rupiah patokannya satu belanjain terus uang yg kalian punya karna itu akan menjadi trigerpemicu datangnya rezeki yg lebih banyak lagi dan barokah tentunya dan thank untuk kak reymon chin untuk infonyastrong,manusia itu engak akan bisa di pisahkan oleh agama nabi muhammad saw bersabda rejeki itu makan yang kita makan dan pakaian yang kita pakai dan dalam qs attaqabun barang siapa yang dirinya terhindar dari sifat pelit mereka itulah orang yang beruntung so guys apapun rencana pemerintah soal redominisasi rupiah patokannya satu belanjain terus uang yang kalian punya karna itu akan menjadi trigerpemicu datangnya rezeki yang lebih banyak lagi dan barokah tentunya dan thank untuk kak reymon chin untuk infonyastrong,"['manusia', 'itu', 'engak', 'akan', 'bisa', 'di', 'pisahkan', 'oleh', 'agama', 'nabi', 'muhammad', 'saw', 'bersabda', 'rejeki', 'itu', 'makan', 'yang', 'kita', 'makan', 'dan', 'pakaian', 'yang', 'kita', 'pakai', 'dan', 'dalam', 'qs', 'attaqabun', 'barang', 'siapa', 'yang', 'dirinya', 'terhindar', 'dari', 'sifat', 'pelit', 'mereka', 'itulah', 'orang', 'yang', 'beruntung', 'so', 'guys', 'apapun', 'rencana', 'pemerintah', 'soal', 'redominisasi', 'rupiah', 'patokannya', 'satu', 'belanjain', 'terus', 'uang', 'yang', 'kalian', 'punya', 'karna', 'itu', 'akan', 'menjadi', 'trigerpemicu', 'datangnya', 'rezeki', 'yang', 'lebih', 'banyak', 'lagi', 'dan', 'barokah', 'tentunya', 'dan', 'thank', 'untuk', 'kak', 'reymon', 'chin', 'untuk', 'infonyastrong']","['manusia', 'engak', 'pisahkan', 'agama', 'nabi', 'muhammad', 'saw', 'bersabda', 'rejeki', 'makan', 'makan', 'pakaian', 'pakai', 'qs', 'attaqabun', 'barang', 'terhindar', 'sifat', 'pelit', 'orang', 'beruntung', 'guys', 'apapun', 'rencana', 'pemerintah', 'redominisasi', 'rupiah', 'patokannya', 'belanjain', 'uang', 'karna', 'trigerpemicu', 'datangnya', 'rezeki', 'barokah', 'thank', 'kak', 'reymon', 'chin', 'infonyastrong']",manusia engak pisahkan agama nabi muhammad saw bersabda rejeki makan makan pakaian pakai qs attaqabun barang terhindar sifat pelit orang beruntung guys apapun rencana pemerintah redominisasi rupiah patokannya belanjain uang karna trigerpemicu datangnya rezeki barokah thank kak reymon chin infonyastrong,1,Neutral
27,2025-12-03T14:49:20Z,@VardiLiwee,Menurutku Bisa Sih. Asal Semua Berita dan di Bantu Para Youtuber Kompak Memberitahukan/Sosialisasikan Bahwan Nominal Mata Uang Sudah Di Ubah,Menurutku Bisa Sih Asal Semua Berita dan di Bantu Para Youtuber Kompak MemberitahukanSosialisasikan Bahwan Nominal Mata Uang Sudah Di Ubah,menurutku bisa sih asal semua berita dan di bantu para youtuber kompak memberitahukansosialisasikan bahwan nominal mata uang sudah di ubah,menurutku bisa sih asal semua berita dan di bantu para youtuber kompak memberitahukansosialisasikan bahwan nominal mata uang sudah di ubah,"['menurutku', 'bisa', 'sih', 'asal', 'semua', 'berita', 'dan', 'di', 'bantu', 'para', 'youtuber', 'kompak', 'memberitahukansosialisasikan', 'bahwan', 'nominal', 'mata', 'uang', 'sudah', 'di', 'ubah']","['menurutku', 'berita', 'bantu', 'youtuber', 'kompak', 'memberitahukansosialisasikan', 'bahwan', 'nominal', 'mata', 'uang', 'ubah']",menurutku berita bantu youtuber kompak memberitahukansosialisasikan bahwan nominal mata uang ubah,2,Positive
28,2025-12-03T13:24:55Z,@sansanmaulana139,"Gak kebayang kalo yang nimbun uang korupsi bisa di tuker nggak ya, bakal ketahuan",Gak kebayang kalo yang nimbun uang korupsi bisa di tuker nggak ya bakal ketahuan,gak kebayang kalo yang nimbun uang korupsi bisa di tuker nggak ya bakal ketahuan,tidak kebayang kalau yang nimbun uang korupsi bisa di tuker tidak ya bakal ketahuan,"['tidak', 'kebayang', 'kalau', 'yang', 'nimbun', 'uang', 'korupsi', 'bisa', 'di', 'tuker', 'tidak', 'ya', 'bakal', 'ketahuan']","['kebayang', 'nimbun', 'uang', 'korupsi', 'tuker', 'ketahuan']",kebayang nimbun uang korupsi tuker ketahuan,0,Negative
29,2025-12-03T13:07:29Z,@Asmin-l4b1g,mata uang indo.kecil di banding mata uang negara tetangga.mls.plipina dan.bangkok.masa indo tdk bisa ayo jika kontenten ini.betul.telusuri buat mata uang indo juga tinggi.jangan cuman bohong.,mata uang indokecil di banding mata uang negara tetanggamlsplipina danbangkokmasa indo tdk bisa ayo jika kontenten inibetultelusuri buat mata uang indo juga tinggijangan cuman bohong,mata uang indokecil di banding mata uang negara tetanggamlsplipina danbangkokmasa indo tdk bisa ayo jika kontenten inibetultelusuri buat mata uang indo juga tinggijangan cuman bohong,mata uang indokecil di banding mata uang negara tetanggamlsplipina danbangkokmasa indo tidak bisa ayo jika kontenten inibetultelusuri buat mata uang indo juga tinggijangan cuman bohong,"['mata', 'uang', 'indokecil', 'di', 'banding', 'mata', 'uang', 'negara', 'tetanggamlsplipina', 'danbangkokmasa', 'indo', 'tidak', 'bisa', 'ayo', 'jika', 'kontenten', 'inibetultelusuri', 'buat', 'mata', 'uang', 'indo', 'juga', 'tinggijangan', 'cuman', 'bohong']","['mata', 'uang', 'indokecil', 'banding', 'mata', 'uang', 'negara', 'tetanggamlsplipina', 'danbangkokmasa', 'indo', 'ayo', 'kontenten', 'inibetultelusuri', 'mata', 'uang', 'indo', 'tinggijangan', 'cuman', 'bohong']",mata uang indokecil banding mata uang negara tetanggamlsplipina danbangkokmasa indo ayo kontenten inibetultelusuri mata uang indo tinggijangan cuman bohong,2,Positive
30,2025-12-03T11:51:41Z,@FebriAbdulkarim,Contoh Ringgit gak sih?,Contoh Ringgit gak sih,contoh ringgit gak sih,contoh ringgit tidak sih,"['contoh', 'ringgit', 'tidak', 'sih']","['contoh', 'ringgit']",contoh ringgit,1,Neutral
31,2025-12-03T08:48:06Z,@MariamBin-Sadrel,Mudah mudahan lancar terus redominasi rupiah Indonesia 🇮🇩 maju terus Indonesia 🇮🇩 aamiin ya rabbal alamin,Mudah mudahan lancar terus redominasi rupiah Indonesia  maju terus Indonesia  aamiin ya rabbal alamin,mudah mudahan lancar terus redominasi rupiah indonesia  maju terus indonesia  aamiin ya rabbal alamin,mudah mudahan lancar terus redominasi rupiah indonesia maju terus indonesia aamiin ya rabbal alamin,"['mudah', 'mudahan', 'lancar', 'terus', 'redominasi', 'rupiah', 'indonesia', 'maju', 'terus', 'indonesia', 'aamiin', 'ya', 'rabbal', 'alamin']","['mudah', 'mudahan', 'lancar', 'redominasi', 'rupiah', 'indonesia', 'maju', 'indonesia', 'aamiin', 'rabbal', 'alamin']",mudah mudahan lancar redominasi rupiah indonesia maju indonesia aamiin rabbal alamin,2,Positive
32,2025-12-03T03:33:55Z,@WahyuKiya-w9n,Rakyat udah redominasi sendiri sih.. (pinjam dulu 100) 😅,Rakyat udah redominasi sendiri sih pinjam dulu,rakyat udah redominasi sendiri sih pinjam dulu,rakyat udah redominasi sendiri sih pinjam dulu,"['rakyat', 'udah', 'redominasi', 'sendiri', 'sih', 'pinjam', 'dulu']","['rakyat', 'udah', 'redominasi', 'pinjam']",rakyat udah redominasi pinjam,1,Neutral
33,2025-12-02T13:09:41Z,@Pdka.Sundaaa,Tar kalo 500 perak jadi 0.5 atau jd ga ada?,Tar kalo  perak jadi  atau jd ga ada,tar kalo  perak jadi  atau jd ga ada,tar kalau perak jadi atau jd tidak ada,"['tar', 'kalau', 'perak', 'jadi', 'atau', 'jd', 'tidak', 'ada']","['tar', 'perak', 'jd']",tar perak jd,1,Neutral
34,2025-12-02T07:36:26Z,@LukmanLukman-d6l,Alaah indonesia. 000 di buang uang nya belum ber edar.cerita sudah selangit.,Alaah indonesia  di buang uang nya belum ber edarcerita sudah selangit,alaah indonesia  di buang uang nya belum ber edarcerita sudah selangit,alaah indonesia di buang uang nya belum ber edarcerita sudah selangit,"['alaah', 'indonesia', 'di', 'buang', 'uang', 'nya', 'belum', 'ber', 'edarcerita', 'sudah', 'selangit']","['alaah', 'indonesia', 'buang', 'uang', 'ber', 'edarcerita', 'selangit']",alaah indonesia buang uang ber edarcerita selangit,0,Negative
35,2025-12-02T06:38:58Z,@AniT-vk4hj,Kalo nilainya itu tetap hanya disederhanakan aja angkanya,Kalo nilainya itu tetap hanya disederhanakan aja angkanya,kalo nilainya itu tetap hanya disederhanakan aja angkanya,kalau nilainya itu tetap hanya disederhanakan aja angkanya,"['kalau', 'nilainya', 'itu', 'tetap', 'hanya', 'disederhanakan', 'aja', 'angkanya']","['nilainya', 'disederhanakan', 'aja', 'angkanya']",nilainya disederhanakan aja angkanya,2,Positive
36,2025-12-02T06:27:03Z,@MozezKawab,Harapan saya uang para koruptor tidak bisa di tukar😂😂😂😂 karena ada penyelidikan ketika penukaran lebih 10 milyar😂😂😂😂😂akan ada profesi dadakan yaitu profesi menukar uang karena uang koruptor keluar😂😂😂😂😂😂😂😂,Harapan saya uang para koruptor tidak bisa di tukar karena ada penyelidikan ketika penukaran lebih  milyarakan ada profesi dadakan yaitu profesi menukar uang karena uang koruptor keluar,harapan saya uang para koruptor tidak bisa di tukar karena ada penyelidikan ketika penukaran lebih  milyarakan ada profesi dadakan yaitu profesi menukar uang karena uang koruptor keluar,harapan saya uang para koruptor tidak bisa di tukar karena ada penyelidikan ketika penukaran lebih milyarakan ada profesi dadakan yaitu profesi menukar uang karena uang koruptor keluar,"['harapan', 'saya', 'uang', 'para', 'koruptor', 'tidak', 'bisa', 'di', 'tukar', 'karena', 'ada', 'penyelidikan', 'ketika', 'penukaran', 'lebih', 'milyarakan', 'ada', 'profesi', 'dadakan', 'yaitu', 'profesi', 'menukar', 'uang', 'karena', 'uang', 'koruptor', 'keluar']","['harapan', 'uang', 'koruptor', 'tukar', 'penyelidikan', 'penukaran', 'milyarakan', 'profesi', 'dadakan', 'profesi', 'menukar', 'uang', 'uang', 'koruptor']",harapan uang koruptor tukar penyelidikan penukaran milyarakan profesi dadakan profesi menukar uang uang koruptor,0,Negative
37,2025-12-02T03:39:08Z,@kiflidomili4328,Dulu gak ada internet.,Dulu gak ada internet,dulu gak ada internet,dulu tidak ada internet,"['dulu', 'tidak', 'ada', 'internet']",['internet'],internet,1,Neutral
38,2025-12-01T22:26:33Z,@info2846,Dulu gagal karena info itu lmbat<br>Skrng info secepat kilat,Dulu gagal karena info itu lmbatbrSkrng info secepat kilat,dulu gagal karena info itu lmbatbrskrng info secepat kilat,dulu gagal karena info itu lmbatbrskrng info secepat kilat,"['dulu', 'gagal', 'karena', 'info', 'itu', 'lmbatbrskrng', 'info', 'secepat', 'kilat']","['gagal', 'info', 'lmbatbrskrng', 'info', 'secepat', 'kilat']",gagal info lmbatbrskrng info secepat kilat,2,Positive
39,2025-12-01T11:56:26Z,@deswaniemelik22,Mending uang indonesia di bekap ulang deh atau di sertipikatin pk mas tuh misal uang d bang global ni uang indo nominal berapa triliun tapi ada bentuknya mas,Mending uang indonesia di bekap ulang deh atau di sertipikatin pk mas tuh misal uang d bang global ni uang indo nominal berapa triliun tapi ada bentuknya mas,mending uang indonesia di bekap ulang deh atau di sertipikatin pk mas tuh misal uang d bang global ni uang indo nominal berapa triliun tapi ada bentuknya mas,mending uang indonesia di bekap ulang deh atau di sertipikatin pk mas tuh misal uang di bang global ni uang indo nominal berapa triliun tapi ada bentuknya mas,"['mending', 'uang', 'indonesia', 'di', 'bekap', 'ulang', 'deh', 'atau', 'di', 'sertipikatin', 'pk', 'mas', 'tuh', 'misal', 'uang', 'di', 'bang', 'global', 'ni', 'uang', 'indo', 'nominal', 'berapa', 'triliun', 'tapi', 'ada', 'bentuknya', 'mas']","['mending', 'uang', 'indonesia', 'bekap', 'ulang', 'deh', 'sertipikatin', 'pk', 'mas', 'tuh', 'uang', 'bang', 'global', 'ni', 'uang', 'indo', 'nominal', 'triliun', 'bentuknya', 'mas']",mending uang indonesia bekap ulang deh sertipikatin pk mas tuh uang bang global ni uang indo nominal triliun bentuknya mas,1,Neutral
40,2025-12-01T09:06:19Z,@akuidanex,"Gua si yakin,,,karna yakin sama pak Mentri nya,, jika yang belum tau siapa beliau cari tau siapa dia sebenarnya",Gua si yakinkarna yakin sama pak Mentri nya jika yang belum tau siapa beliau cari tau siapa dia sebenarnya,gua si yakinkarna yakin sama pak mentri nya jika yang belum tau siapa beliau cari tau siapa dia sebenarnya,gua si yakinkarna yakin sama pak mentri nya jika yang belum tau siapa beliau cari tau siapa dia sebenarnya,"['gua', 'si', 'yakinkarna', 'yakin', 'sama', 'pak', 'mentri', 'nya', 'jika', 'yang', 'belum', 'tau', 'siapa', 'beliau', 'cari', 'tau', 'siapa', 'dia', 'sebenarnya']","['gua', 'si', 'yakinkarna', 'mentri', 'tau', 'beliau', 'cari', 'tau']",gua si yakinkarna mentri tau beliau cari tau,1,Neutral
41,2025-12-01T06:25:17Z,@AGUS-jm3dw,Sok toee,Sok toee,sok toee,sok toee,"['sok', 'toee']","['sok', 'toee']",sok toee,1,Neutral
42,2025-12-01T05:00:58Z,@Tamtampagaraji123,Ya beda lah. Tahun 1965 situasi politik gak menentu dan inflasi tinggi serta ekonomi gak stabil. Kalau sekarang semua relatif stabil..,Ya beda lah Tahun  situasi politik gak menentu dan inflasi tinggi serta ekonomi gak stabil Kalau sekarang semua relatif stabil,ya beda lah tahun  situasi politik gak menentu dan inflasi tinggi serta ekonomi gak stabil kalau sekarang semua relatif stabil,ya beda lah tahun situasi politik tidak menentu dan inflasi tinggi serta ekonomi tidak stabil kalau sekarang semua relatif stabil,"['ya', 'beda', 'lah', 'tahun', 'situasi', 'politik', 'tidak', 'menentu', 'dan', 'inflasi', 'tinggi', 'serta', 'ekonomi', 'tidak', 'stabil', 'kalau', 'sekarang', 'semua', 'relatif', 'stabil']","['beda', 'situasi', 'politik', 'menentu', 'inflasi', 'ekonomi', 'stabil', 'relatif', 'stabil']",beda situasi politik menentu inflasi ekonomi stabil relatif stabil,0,Negative
43,2025-12-01T01:43:02Z,@ainursidik-w4z,Adminya belajar lagi <br>Kamu kira rakyat Indonesia susah kah untuk memahami redenominasi,Adminya belajar lagi brKamu kira rakyat Indonesia susah kah untuk memahami redenominasi,adminya belajar lagi brkamu kira rakyat indonesia susah kah untuk memahami redenominasi,adminya belajar lagi brkamu kira rakyat indonesia susah kah untuk memahami redenominasi,"['adminya', 'belajar', 'lagi', 'brkamu', 'kira', 'rakyat', 'indonesia', 'susah', 'kah', 'untuk', 'memahami', 'redenominasi']","['adminya', 'belajar', 'brkamu', 'rakyat', 'indonesia', 'susah', 'memahami', 'redenominasi']",adminya belajar brkamu rakyat indonesia susah memahami redenominasi,0,Negative
44,2025-11-30T19:03:57Z,@kontenmasdanu,Kalau terjadi pastikan bank bank di seluruh Indonesia siap menikam kan uang lama jadi uang baru itu,Kalau terjadi pastikan bank bank di seluruh Indonesia siap menikam kan uang lama jadi uang baru itu,kalau terjadi pastikan bank bank di seluruh indonesia siap menikam kan uang lama jadi uang baru itu,kalau terjadi pastikan bank bank di seluruh indonesia siap menikam kan uang lama jadi uang baru itu,"['kalau', 'terjadi', 'pastikan', 'bank', 'bank', 'di', 'seluruh', 'indonesia', 'siap', 'menikam', 'kan', 'uang', 'lama', 'jadi', 'uang', 'baru', 'itu']","['pastikan', 'bank', 'bank', 'indonesia', 'menikam', 'uang', 'uang']",pastikan bank bank indonesia menikam uang uang,1,Neutral
45,2025-11-30T16:16:41Z,@sobirinsobirin668,Kl dulu th 1965 ekonomi indonesia belum kuat kl sekarang ekonomi indonesia  udah kuat tinggal belajar penyesuean,Kl dulu th  ekonomi indonesia belum kuat kl sekarang ekonomi indonesia  udah kuat tinggal belajar penyesuean,kl dulu th  ekonomi indonesia belum kuat kl sekarang ekonomi indonesia  udah kuat tinggal belajar penyesuean,kl dulu th ekonomi indonesia belum kuat kl sekarang ekonomi indonesia udah kuat tinggal belajar penyesuean,"['kl', 'dulu', 'th', 'ekonomi', 'indonesia', 'belum', 'kuat', 'kl', 'sekarang', 'ekonomi', 'indonesia', 'udah', 'kuat', 'tinggal', 'belajar', 'penyesuean']","['kl', 'th', 'ekonomi', 'indonesia', 'kuat', 'kl', 'ekonomi', 'indonesia', 'udah', 'kuat', 'tinggal', 'belajar', 'penyesuean']",kl th ekonomi indonesia kuat kl ekonomi indonesia udah kuat tinggal belajar penyesuean,1,Neutral
46,2025-11-30T10:20:36Z,@JamHuri-b2r,"G ada yg gagal, saat itu ber jln sgt baik, mua harga jadi sgt murah meriah, krn dgn nominal kecil, tapi nilai sama, krn sy mengalami sendiri saat itu.",G ada yg gagal saat itu ber jln sgt baik mua harga jadi sgt murah meriah krn dgn nominal kecil tapi nilai sama krn sy mengalami sendiri saat itu,g ada yg gagal saat itu ber jln sgt baik mua harga jadi sgt murah meriah krn dgn nominal kecil tapi nilai sama krn sy mengalami sendiri saat itu,g ada yang gagal saat itu ber jln sgt baik mua harga jadi sgt murah meriah krn dengan nominal kecil tapi nilai sama krn sy mengalami sendiri saat itu,"['g', 'ada', 'yang', 'gagal', 'saat', 'itu', 'ber', 'jln', 'sgt', 'baik', 'mua', 'harga', 'jadi', 'sgt', 'murah', 'meriah', 'krn', 'dengan', 'nominal', 'kecil', 'tapi', 'nilai', 'sama', 'krn', 'sy', 'mengalami', 'sendiri', 'saat', 'itu']","['g', 'gagal', 'ber', 'jln', 'sgt', 'mua', 'harga', 'sgt', 'murah', 'meriah', 'krn', 'nominal', 'nilai', 'krn', 'sy', 'mengalami']",g gagal ber jln sgt mua harga sgt murah meriah krn nominal nilai krn sy mengalami,0,Negative
47,2025-11-30T10:01:52Z,@wandysusilochandra1025,Jika sdh diredonaminasi saja nilai uang kita masih kecil juga DP ringgit malaysia. Misal 100000 jadi 100. Sedangkan buat ringgit jadi 100000 : 4000= 25 ringgit,Jika sdh diredonaminasi saja nilai uang kita masih kecil juga DP ringgit malaysia Misal  jadi  Sedangkan buat ringgit jadi     ringgit,jika sdh diredonaminasi saja nilai uang kita masih kecil juga dp ringgit malaysia misal  jadi  sedangkan buat ringgit jadi     ringgit,jika sdh diredonaminasi saja nilai uang kita masih kecil juga dp ringgit malaysia misal jadi sedangkan buat ringgit jadi ringgit,"['jika', 'sdh', 'diredonaminasi', 'saja', 'nilai', 'uang', 'kita', 'masih', 'kecil', 'juga', 'dp', 'ringgit', 'malaysia', 'misal', 'jadi', 'sedangkan', 'buat', 'ringgit', 'jadi', 'ringgit']","['sdh', 'diredonaminasi', 'nilai', 'uang', 'dp', 'ringgit', 'malaysia', 'ringgit', 'ringgit']",sdh diredonaminasi nilai uang dp ringgit malaysia ringgit ringgit,1,Neutral
48,2025-11-30T07:22:52Z,@saifaldoorton4707,Aku rasa  redenominasi 1965 itu gagal karena kekacauan politik. Kalau sekarang yg jadi rintangan adalah para pejabat korup yg akan berusaha menggagalkan rancangan redenomisasi ini.,Aku rasa  redenominasi  itu gagal karena kekacauan politik Kalau sekarang yg jadi rintangan adalah para pejabat korup yg akan berusaha menggagalkan rancangan redenomisasi ini,aku rasa  redenominasi  itu gagal karena kekacauan politik kalau sekarang yg jadi rintangan adalah para pejabat korup yg akan berusaha menggagalkan rancangan redenomisasi ini,aku rasa redenominasi itu gagal karena kekacauan politik kalau sekarang yang jadi rintangan adalah para pejabat korup yang akan berusaha menggagalkan rancangan redenomisasi ini,"['aku', 'rasa', 'redenominasi', 'itu', 'gagal', 'karena', 'kekacauan', 'politik', 'kalau', 'sekarang', 'yang', 'jadi', 'rintangan', 'adalah', 'para', 'pejabat', 'korup', 'yang', 'akan', 'berusaha', 'menggagalkan', 'rancangan', 'redenomisasi', 'ini']","['redenominasi', 'gagal', 'kekacauan', 'politik', 'rintangan', 'pejabat', 'korup', 'berusaha', 'menggagalkan', 'rancangan', 'redenomisasi']",redenominasi gagal kekacauan politik rintangan pejabat korup berusaha menggagalkan rancangan redenomisasi,0,Negative
